,品牌价,上金所,溢价,溢价率%
2026-04-15,1435.0,1055.19,379.80999999999995,35.994465451719584
2026-04-16,1435.0,1058.36,376.6400000000001,35.587134812351195
2026-04-17,1435.0,1053.0,382.0,36.27730294396961
2026-04-20,1435.0,1053.98,381.02,36.15059109281011
2026-04-21,1435.0,1050.48,384.52,36.60421902368441
2026-04-22,1422.0,1049.11,372.8900000000001,35.54346064759655
2026-04-23,1422.0,1037.5,384.5,37.06024096385542
2026-04-24,1415.0,1033.25,381.75,36.94652794580208
2026-04-27,1415.0,1037.21,377.78999999999996,36.42367505133965
2026-04-28,1415.0,1020.73,394.27,38.626277272148364
2026-04-29,1395.0,1009.88,385.12,38.13522398700836
2026-04-30,1388.0,1013.6,374.4,36.93764798737174
2026-05-06,1378.0,1026.94,351.05999999999995,34.18505462831323
2026-05-07,1405.0,1038.94,366.05999999999995,35.23398848826688
2026-05-08,1405.0,1032.0,373.0,36.143410852713174
2026-05-11,1405.0,1025.82,379.18000000000006,36.96359985182586
2026-05-12,1415.0,1028.51,386.49,37.577660888080814
2026-05-13,1415.0,1029.99,385.01,37.37997456285983
2026-05-14,1415.0,1028.68,386.31999999999994,37.55492475794221
2026-05-15,1402.0,1006.01,395.99,39.362431784972316
2026-05-18,1382.0,999.69,382.30999999999995,38.24285528513838
2026-05-19,1382.0,998.0,384.0,38.476953907815634
2026-05-20,1370.0,984.98,385.02,39.08911856078296
2026-05-21,1370.0,991.4,378.6,38.18842041557394
2026-05-22,1370.0,992.1,377.9,38.09091825420825
2026-05-25,1370.0,997.0,373.0,37.412236710130394
2026-05-26,1370.0,991.97,378.03,38.10901539361069
2026-05-27,1370.0,982.53,387.47,39.435945976204295
2026-05-28,1355.0,961.82,393.17999999999995,40.87875070179451
2026-05-29,1355.0,984.96,370.03999999999996,37.56903833658219
2026-06-01,1355.0,980.6,374.4,38.18070569039364
2026-06-02,1348.0,987.45,360.54999999999995,36.51324117676843
2026-06-03,1348.0,972.8,375.20000000000005,38.56907894736843
2026-06-04,1348.0,974.5,373.5,38.32734735761929
2026-06-05,1348.0,974.41,373.59000000000003,38.34012376720272
2026-06-08,1322.0,941.01,380.99,40.48734869980128
2026-06-09,1318.0,944.98,373.02,39.473851298440174
2026-06-10,1302.0,915.63,386.37,42.19717571508142
2026-06-11,1252.0,896.01,355.99,39.73058336402496
2026-06-12,1262.0,907.47,354.53,39.067958169416066
2026-06-15,1272.0,937.51,334.49,35.67855276210387
2026-06-16,1280.0,940.48,339.52,36.10071452875127
2026-06-17,1280.0,939.18,340.82000000000005,36.2891032602909
2026-06-18,1272.0,935.86,336.14,35.9177654777424
2026-06-22,1260.0,914.35,345.65,37.802810739869855
2026-06-23,1260.0,898.93,361.07000000000005,40.16664256393713
2026-06-24,1240.0,894.39,345.61,38.64197944968079
2026-06-25,1222.0,874.95,347.04999999999995,39.6651237213555
2026-06-26,1222.0,883.7,338.29999999999995,38.28222247369016
2026-06-29,1235.0,886.74,348.26,39.27419536730044
2026-06-30,1222.0,879.03,342.97,39.016870869026086
2026-07-01,1222.0,868.8,353.20000000000005,40.65377532228362
2026-07-02,1222.0,887.0,335.0,37.767756482525364
2026-07-03,1242.0,910.98,331.02,36.33669235328986
2026-07-06,1242.0,907.77,334.23,36.8187977130771
2026-07-07,1242.0,902.57,339.42999999999995,37.607055408444765
2026-07-08,1242.0,901.07,340.92999999999995,37.8361281587446
2026-07-09,1232.0,898.79,333.21000000000004,37.0731761590583
2026-07-10,1232.0,897.25,334.75,37.30844246308164
2026-07-13,1232.0,886.46,345.53999999999996,38.97976220021208
2026-07-14,1212.0,879.9,332.1,37.74292533242414
2026-07-15,1212.0,877.99,334.01,38.04257451679404
2026-07-16,1212.0,877.32,334.67999999999995,38.14799617015455
2026-07-17,1212.0,872.48,339.52,38.91435906840271
2026-07-20,1212.0,873.0,339.0,38.83161512027492
2026-07-21,1212.0,886.95,325.04999999999995,36.648063588702854
2026-07-22,1222.0,899.0,323.0,35.92880978865406
2026-07-23,1230.0,895.67,334.33000000000004,37.32736387285496
2026-07-24,1222.0,883.66,338.34000000000003,38.288481995337584
2026-07-27,1222.0,893.97,328.03,36.69362506571808
2026-07-28,1222.0,883.28,338.72,38.34797572683634
2026-07-29,1222.0,881.98,340.02,38.5518946007846
2026-07-30,1230.0,880.69,349.30999999999995,39.66321861267868
2026-07-31,1230.0,884.92,345.08000000000004,38.99561542286309
2026-08-03,1222.0,883.04,338.96000000000004,38.38557709730024
2026-08-04,1222.0,884.22,337.78,38.20090022844993
2026-08-05,1222.0,904.92,317.08000000000004,35.039561508199625
2026-08-06,1258.0,925.6,332.4,35.91184096802074
2026-08-07,1258.0,930.47,327.53,35.20049007490837
2026-08-10,1288.0,944.67,343.33000000000004,36.34390845480433
2026-08-11,1300.0,946.7,353.29999999999995,37.31910848209569
2026-08-12,1300.0,955.75,344.25,36.018833376929116
2026-08-13,1300.0,949.24,350.76,36.95166659643504
2026-08-14,1300.0,940.72,359.28,38.19202313121864
2026-08-17,1300.0,952.44,347.55999999999995,36.49153752467346
